facility_id,clean_name,clean_type,clean_parish,clean_capacity,licence_issue_date,inspection_date,lat,lon,remarks
HF-9523,"Navarro, Richardson And Curry Hospital",Hospital,St. Andrew,,2021-09-23,2024-06-24,12.8838,-59.23829,Good
6105,"Navarro, Suarez And Ryan",Unknown,St. Lucy,,2025-08-14,,13.11846,-58.8422,Reinspection due
09100,"Navarro, Taylor And Wilson",Polyclinic,St. Peter,437.0,2018-06-15,,12.92151,-58.78648,♥
04920,"Navarro,-Gilbert-And-Allen",Polyclinic,Christ Church,154.0,2017-11-22,,,,
#2756,Navarro-Jackson,Hospital,St. James,190.0,2024-02-19,,12.84432,-59.07593, 
81bdb9,Navarro-Thompson,Polyclinic,St. George,10.0,2021-11-28,,,, 
6110,Neal Ltd Health Centre,Unknown,Christ Church,313.0,2022-09-08,2021-04-28,13.01029,-59.03759,Follow-up 2023
6111,"Neal, Lopez And Madden Hospital",Unknown,St. George,,2018-08-24,2020-01-31,13.0914,-59.00439,♥
HF-2770,"Neal,-Christensen-And-Williams Polyclinic",Polyclinic,St. Michael,381.0,2017-12-07,,,, 
6113,"Neal,-Little-And-Bryant",Unknown,St. George,483.0,2024-10-28,,12.70172,-58.88793,♥
HF-9430,Neal-Lindsey Medical Center,Hospital,St. Joseph,79.0,2023-04-01,,12.92022,-59.27669,Reinspection due
3113,Neal-Osborne,Community Health Centre,St. Joseph,231.0,2024-02-02,,12.81695,-58.99269,
6116,Nelson And Sons Medical Center,Polyclinic,St. Joseph,,2024-09-14,,,, 
03403,Nelson Group Medical Center,Other,St. John,426.0,2017-12-17,,12.84588,-59.18132,-
08828,Nelson Llc,Clinic,St. George,136.0,2025-10-21,,13.28461,-59.0216,
785,Nelson Llc Hosp,Other,St. Michael,334.0,2017-12-08,,13.07672,-58.79456,Needs upgrade
3346,Nelson Llc Hospital,Polyclinic,St. James,345.0,2020-09-24,,13.12816,-59.03915,Reinspection due
07023,Nelson Llc Infirmary,Polyclinic,St. Peter,,2017-03-07,,12.8231,-59.05171,
3226,Nelson Ltd Health Centre,Polyclinic,St. Joseph,,2017-05-30,,12.76003,-58.89458,
6123,Nelson Ltd Hospital,Clinic,St. Joseph,298.0,2017-01-03,,,,Follow-up 2023
6124,Nelson Plc,Community Health Centre,St. John,127.0,2018-02-20,2025-12-29,,,-
#2860,Nelson Plc Clinic,Clinic,St. John,10.0,2022-03-08,,12.82072,-59.15802,
HF-6400,Nelson Plc Infirmary,Other,St. Joseph,421.0,2017-01-01,,12.77267,-58.99211,-
HF-5528,"Nelson, Chavez And Hartman Hosp",Community Health Centre,St. George,262.0,2022-02-05,2022-12-17,12.82801,-58.82887,-
09510,"Nelson, Evans And Johnson",Clinic,St. George,,2023-02-25,,12.71868,-59.04728, 
HF-1149,"Nelson, Fisher And Sanchez Polyclinic",Polyclinic,St. James,456.0,2019-11-29,,13.25617,-58.88498,Reinspection due
6130,"Nelson, Franklin And Williamson Polyclinic",Unknown,St. Michael,,2023-01-27,,13.29169,-58.76741, 
#4641,"Nelson, Guzman And Ellis Health Centre",Hospital,St. George,,2021-11-14,,12.74441,-59.14754,Follow-up 2023
#9508,"Nelson, Hickman And Diaz",Hospital,St. Peter,,2025-03-16,,,,Reinspection due
e09941,"Nelson, Hill And Odonnell",Clinic,St. George,,2025-11-09,,13.11993,-59.29135,
HF-2632,"Nelson, King And Harris Infirmary",Polyclinic,St. Peter,254.0,2021-08-26,,13.0585,-58.88989,Follow-up 2023
06898,"Nelson, Miranda And Hill Clinic",Unknown,St. John,,2025-07-03,,12.99899,-59.2382,
HF-3716,"Nelson, Morgan And Peterson Health Centre",Community Health Centre,St. John,10.0,2025-07-04,2018-09-27,13.2859,-58.90557,Needs upgrade
403913,"Nelson, Reed And Anderson",Other,St. Michael,221.0,2024-07-20,,13.07053,-58.84627,
15d4f9,"Nelson, Rodriguez And Kelley",Unknown,St. Michael,171.0,2017-04-23,,,,Follow-up 2023
6139,"Nelson, Tucker And Estes",Community Health Centre,St. John,127.0,2020-07-19,,12.91303,-59.29983,Reinspection due
06697,"Nelson, Villarreal And Johnson Hosp",Other,St. Lucy,,2018-07-29,,12.77873,-59.02045,Follow-up 2023
6141,"Nelson, Walters And Olson Hospital",Clinic,St. James,237.0,2022-05-10,,13.16904,-58.75605,Reinspection due
a65c14,"Nelson, Warner And Snyder Polyclinic",Hospital,Christ Church,,2019-04-02,,12.88267,-59.26492,
HF-9996,"Nelson, Wong And Kelley",Unknown,Christ Church,232.0,2022-08-18,2019-08-04,,,Follow-up 2023
6144,"Nelson,-Lucas-And-Fletcher",Community Health Centre,Christ Church,251.0,2016-10-17,2020-03-02,13.04505,-58.75892, 
6145,Nelson-Allen Infirmary,Clinic,St. George,,2019-08-12,,,,-
#8179,Nelson-Brown Health Centre,Community Health Centre,St. Peter,416.0,2019-07-30,,,,Needs upgrade
#3117,Nelson-Butler,Unknown,Christ Church,206.0,2025-08-30,,,,
7927,Nelson-Delgado Health Centre,Hospital,St. James,,2021-02-25,2023-10-09,13.01922,-59.19081,Good
8834,Nelson-Garcia Medical Center,Polyclinic,St. James,,2017-05-29,,,, 
6150,Nelson-Inc Infirmary,Clinic,Christ Church,366.0,2016-04-05,,13.09784,-58.82883,Reinspection due
066,Nelson-Long Hosp,Hospital,Christ Church,38.0,2017-04-01,,13.01829,-58.71194,-
6152,Nelson-Mcdonald Hosp,Clinic,St. George,246.0,2017-11-25,2020-06-13,,,
HF-5464,Nelson-Perez Hospital,Clinic,St. James,16.0,2017-05-04,,12.87027,-58.90193,Good
6154,Nelson-Singleton,Polyclinic,St. John,446.0,2022-11-22,,13.25521,-58.77035,Reinspection due
HF-8950,Nelson-Steele Polyclinic,Polyclinic,St. John,,2020-11-14,,12.77786,-58.82268,Reinspection due
6156,Nelson-Sullivan Polyclinic,Clinic,St. James,,2020-04-13,,12.97044,-58.71554,Reinspection due
HF-7066,Nelson-Sutton Infirmary,Polyclinic,Christ Church,,,,,,Follow-up 2023
#2830,Newman And Sons Hosp,Hospital,St. Andrew,,2016-02-15,,,,♥
6159,Newman Group,Other,St. Joseph,310.0,2020-07-09,,13.07717,-59.11422,♥
HF-2612,Newman Plc,Unknown,St. Peter,,2017-12-05,,,,Reinspection due
8209,"Newman, Bishop And Hutchinson Medical Center",Community Health Centre,St. John,198.0,2020-12-11,,,,Reinspection due
4427,"Newman, Blake And Brown Hospital",Community Health Centre,Christ Church,1.0,2024-04-02,,,,Reinspection due
28ea61,"Newman, Morgan And Stevenson",Hospital,Christ Church,,2016-01-09,,13.01072,-59.05169,Good
#8059,Newman-And-Sons,Clinic,St. Lucy,46.0,2025-07-22,,,,♥
02096,Newman-Calhoun Infirmary,Polyclinic,St. Peter,38.0,2016-04-25,2019-02-18,12.74144,-58.79252,Needs upgrade
HF-0698,Newman-Campbell Hosp,Community Health Centre,St. Joseph,,2018-11-20,2025-10-30,12.85139,-58.91795,Good
06351,Newman-Wade Hosp,Other,St. Andrew,,2022-01-20,,,,Reinspection due
#6447,Newton Llc Health Centre,Community Health Centre,St. George,222.0,2017-03-24,,12.76244,-58.89741,Reinspection due
#12,"Newton,-Peters-And-Rivera",Community Health Centre,Christ Church,392.0,2024-08-23,,13.22506,-59.2211,
HF-3288,Newton-Smith Polyclinic,Unknown,St. Michael,,2021-05-28,,13.17947,-59.17242, 
8502,Newton-Stein,Community Health Centre,St. George,,2017-05-27,,12.76951,-59.16644,-
9987,Nguyen Group,Unknown,St. Joseph,251.0,2024-05-17,,13.2904,-58.81698,♥
8504,Nguyen Group Hosp,Hospital,St. Andrew,1.0,2016-04-12,,13.11415,-59.26701,Reinspection due
4102,Nguyen Inc,Unknown,St. Andrew,264.0,2022-11-18,,,,Reinspection due
6175,Nguyen Inc,Community Health Centre,St. George,,2017-01-01,,13.01474,-59.02908, 
5206,Nguyen Inc Polyclinic,Hospital,St. George,334.0,2018-12-19,,12.76445,-58.70528,Follow-up 2023
6177,Nguyen Llc,Clinic,St. Lucy,,2023-06-09,,,,
09942,Nguyen Llc,Clinic,St. Joseph,,2021-04-02,,12.79248,-58.94756,-
6179,Nguyen Ltd,Polyclinic,St. John,,2024-03-30,,12.90539,-59.19707,-
6180,Nguyen Plc Hospital,Hospital,St. John,193.0,2024-05-23,,,,
02548,"Nguyen, Allen And Jackson",Unknown,St. George,430.0,2025-01-30,,,,Good
6182,"Nguyen, Cross And Hall Polyclinic",Unknown,Christ Church,10.0,2018-11-17,,12.81767,-58.78679,
07482,"Nguyen, Rangel And Ross Clinic",Clinic,St. Peter,254.0,2023-10-28,,12.98726,-59.13734, 
6184,"Nguyen, Turner And Butler Health Centre",Polyclinic,St. George,272.0,2020-08-21,,12.83532,-58.73293,
6185,"Nguyen, Williams And Mcintosh",Hospital,St. Andrew,10.0,2020-09-28,,,,
6186,"Nguyen,-Gonzalez-And-Klein",Polyclinic,St. John,,2018-07-14,,13.29016,-59.17067,Reinspection due
#7532,"Nguyen,-King-And-George Clinic",Unknown,St. James,174.0,2024-10-15,,,,♥
#680,"Nguyen,-Martinez-And-Peters Medical Center",Unknown,St. John,314.0,2023-02-28,,,,Reinspection due
HF-0949,Nguyen-And-Sons Medical Center,Unknown,St. Michael,361.0,2021-01-19,,12.71768,-58.78068,♥
01980,Nguyen-Bradshaw Medical Center,Community Health Centre,St. George,,2016-04-07,,13.17751,-59.10143, 
6191,Nguyen-Calhoun Hospital,Hospital,St. Peter,70.0,2021-04-29,,,,♥
f776a8,Nguyen-Glass Hospital,Polyclinic,St. James,,2020-08-26,,,,-
c8969a,Nguyen-Hamilton,Community Health Centre,St. George,,2020-03-06,,12.76758,-59.19349,Needs upgrade
6194,Nguyen-Harrison,Unknown,St. Peter,447.0,2023-10-15,,,,
2055,Nguyen-Inc Health Centre,Community Health Centre,St. John,193.0,2023-05-29,,12.84175,-59.19762,
1feefd,Nguyen-Jones,Clinic,St. Joseph,447.0,2025-02-07,2025-01-31,,,-
HF-5425,Nguyen-Lee Hosp,Polyclinic,St. Michael,,2025-09-29,,,,
#768,Nguyen-Peterson Medical Center,Community Health Centre,St. Peter,377.0,2021-09-20,2024-08-24,,,Good
#44,Nguyen-Poole Health Centre,Clinic,St. Lucy,387.0,2017-01-06,,,,Good
8416,Nguyen-Waters,Clinic,St. Joseph,181.0,2019-06-06,,12.85776,-59.0444,Needs upgrade
HF-9988,Nichols Inc,Polyclinic,St. George,,2023-08-18,2023-05-18,12.94659,-58.83699, 
6202,"Nichols, Campbell And Williams Medical Center",Unknown,St. George,205.0,2019-12-24,,12.84968,-58.85191,
HF-9021,"Nichols, Castillo And Booth Health Centre",Clinic,St. John,429.0,2018-08-28,,,,Follow-up 2023
8391,"Nichols, Chapman And Hawkins Health Centre",Hospital,Christ Church,10.0,2016-11-14,,12.96781,-59.28666,Good
6205,"Nichols, Chavez And Patterson",Polyclinic,St. Joseph,61.0,2018-07-10,,,,Follow-up 2023
#7944,"Nichols, Kim And Mcgee Hosp",Hospital,St. Joseph,480.0,2019-01-09,,12.71348,-59.22577,
06819,"Nichols, Kirk And Baldwin",Unknown,St. Andrew,,2025-08-05,,13.02369,-58.74149, 
9169,"Nichols, Smith And Wilson Hosp",Community Health Centre,St. Lucy,246.0,2016-12-30,,13.14177,-59.16491,Needs upgrade
dfc934,Nichols-Powell Health Centre,Other,St. Lucy,,2024-12-26,,12.99616,-59.19297,Reinspection due
6210,Nicholson And Sons Infirmary,Clinic,St. Andrew,437.0,2021-08-07,,12.865,-58.92983,Reinspection due
6211,Nicholson Inc Clinic,Clinic,St. James,190.0,2022-01-12,,12.71307,-58.84936,
02576,"Nicholson, Jones And Bailey Polyclinic",Community Health Centre,St. Michael,489.0,2019-02-18,,,, 
08361,Nicholson-Barrett Hosp,Clinic,St. John,281.0,2018-01-09,,,,♥
#8633,Nicholson-Edwards Hosp,Polyclinic,St. Lucy,,2020-06-28,,13.08892,-58.87379,-
6215,Nicholson-Little Hosp,Community Health Centre,St. Lucy,283.0,2020-11-24,,,,Follow-up 2023
#4572,Nicholson-Long,Unknown,St. Joseph,,2017-10-17,,13.28436,-58.94754,Follow-up 2023
06586,Nielsen Plc Infirmary,Other,St. James,,2022-10-27,,12.7518,-58.78212,Good
2936,"Nielsen, Smith And Guerrero",Polyclinic,St. Michael,,2018-04-16,,13.17431,-59.22138,Good
#6466,Nixon Plc Hospital,Clinic,St. George,174.0,2016-02-23,2024-06-12,13.22972,-59.2538,Good
6220,"Nixon, Barnes And Ramirez Clinic",Community Health Centre,St. James,244.0,2020-08-21,,12.81705,-59.24626,Good
6221,"Nixon, Jackson And Graham",Polyclinic,St. George,335.0,2020-11-21,2025-10-13,12.78882,-58.99407,♥
623656,Nixon-Briggs Hosp,Community Health Centre,Christ Church,343.0,2024-01-24,,,,-
HF-5855,Noble Group,Clinic,St. George,11.0,2025-11-28,,12.88535,-59.02559,
6224,Noble Plc Health Centre,Community Health Centre,St. Andrew,490.0,2020-12-29,,13.1837,-58.7622,Follow-up 2023
#7591,"Noble, Salazar And Hogan Hosp",Unknown,St. Joseph,,2021-10-17,,12.98214,-58.87198, 
419008,Noble-Glenn,Polyclinic,St. Joseph,452.0,2024-07-26,,12.9922,-58.7839,Good
6227,Noble-Lopez Health Centre,Hospital,St. Peter,,2022-07-08,,12.84468,-59.0977,♥
6228,Nolan Inc Polyclinic,Hospital,St. Lucy,6.0,2022-08-14,,,,Reinspection due
2894,Nolan-Frazier,Clinic,St. George,300.0,2023-12-28,,12.98367,-58.9041,Needs upgrade
HF-3470,Nolan-Stuart,Polyclinic,St. Joseph,10.0,2020-02-06,,12.81128,-58.71123,Reinspection due
1066,Nolan-Whitney,Community Health Centre,St. Andrew,,2025-04-16,,12.72257,-58.82641,♥
6232,Norman Plc Medical Center,Unknown,St. George,,2016-05-06,,12.8364,-58.77198,
6233,"Norman, Bell And Moss Health Centre",Hospital,St. Andrew,,2022-03-02,,,, 
6234,"Norman, Bird And Brown",Clinic,Christ Church,158.0,2020-08-07,,12.78683,-59.05644,Needs upgrade
6235,"Norman, Meyers And Krueger Hosp",Unknown,Christ Church,451.0,2022-02-10,,12.91461,-59.16166,
02577,"Norman, Yu And Morris Hospital",Unknown,St. John,109.0,2023-02-16,,12.97394,-59.01939,
01324,"Norman,-Ramos-And-Richardson Hosp",Hospital,St. Joseph,387.0,2020-08-06,,12.86132,-59.2405,Reinspection due
6238,Norman-Group Polyclinic,Hospital,St. Lucy,302.0,2022-10-20,,,,Reinspection due
6239,Norman-Mills Medical Center,Other,St. Lucy,,2024-04-09,,13.24267,-59.06281,Good
#1898,Norris Inc,Hospital,St. James,,2021-04-27,2019-05-27,13.27813,-58.77527,Good
06302,"Norris, Elliott And Simmons Medical Center",Clinic,St. Michael,10.0,2019-01-21,2024-06-02,12.73133,-59.23923,Good
6242,"Norris, Khan And Dunn Polyclinic",Unknown,Christ Church,,2016-07-20,,12.70314,-59.28902,Follow-up 2023
6243,Norris-Ltd,Unknown,St. Michael,,2020-07-02,2019-11-12,12.7658,-58.85213,Follow-up 2023
HF-5102,Norton Inc,Community Health Centre,St. Peter,451.0,2023-11-09,,13.27958,-58.82688, 
6245,Norton Inc,Unknown,Christ Church,423.0,2022-07-29,,,,Good
2355,"Norton, Hernandez And Rocha",Other,St. George,152.0,2019-12-20,,12.77565,-59.23533,
258534,"Norton, Lawrence And Alexander Polyclinic",Unknown,St. Peter,,2021-06-11,2021-07-18,13.03304,-58.82203,
6248,"Norton, Moore And Villa Hosp",Community Health Centre,St. Joseph,,2018-05-25,,12.72346,-58.77806,Good
HF-0870,"Norton, Steele And Dyer",Community Health Centre,St. Joseph,164.0,2022-01-02,,,, 
828e8d,"Norton,-Smith-And-Bass Health Centre",Hospital,St. Peter,,2024-12-15,,12.90621,-58.88864,
03107,Norton-Plc Clinic,Community Health Centre,St. George,321.0,2022-05-24,,,,Reinspection due
01998,Novak Llc Clinic,Hospital,St. John,421.0,2019-10-29,2018-08-29,12.86551,-58.84675,-
ff0f11,Novak-Novak Medical Center,Unknown,St. John,112.0,2023-03-19,,12.78964,-58.82963,Good
8550,Nunez And Sons Hosp,Unknown,St. Joseph,,2021-07-27,2022-08-26,12.72052,-59.18178,Reinspection due
6255,Nunez Llc,Hospital,St. James,10.0,2024-09-13,,,,Needs upgrade
6549,"Nunez, Lopez And Wheeler Hospital",Unknown,Christ Church,10.0,2021-09-29,,,,
edd679,Nunez-Benson,Community Health Centre,St. Michael,122.0,2024-05-31,,,,
#3563,Obrien Group Infirmary,Polyclinic,Christ Church,,2020-09-29,,,,Needs upgrade
#3272,Obrien Inc Clinic,Clinic,Christ Church,257.0,2021-03-10,,,,
6260,Obrien Llc Hosp,Polyclinic,St. Joseph,,2018-03-27,,12.9699,-58.79381,Good
1caaab,Obrien Ltd Clinic (Ycul),Community Health Centre,St. Lucy,,2017-04-04,,,,
6262,"Obrien, Bass And Smith",Polyclinic,St. George,10.0,2018-11-10,,,, 
b78656,"Obrien, Bauer And Prince",Unknown,Christ Church,198.0,2024-10-29,,,,Good
6264,"Obrien, Ramirez And Henry",Unknown,St. John,386.0,2019-10-18,,,,Needs upgrade
6265,"Obrien,-Mccarthy-And-Wu Health Centre",Community Health Centre,St. John,224.0,2022-04-29,,,,Needs upgrade
HF-3034,Obrien-Armstrong Clinic,Unknown,St. Peter,477.0,2018-04-14,,12.87024,-58.97269,
4fb010,Obrien-Christensen Medical Center,Community Health Centre,St. Joseph,18.0,2020-04-11,,,,Reinspection due
00591,Obrien-Porter Infirmary,Unknown,St. Andrew,475.0,2025-11-21,,,,
9597,Ochoa Group,Unknown,St. John,,2016-12-22,2025-04-10,,, 
6270,Ochoa Llc Infirmary,Clinic,St. Andrew,351.0,2017-03-07,,12.85759,-58.75961,Follow-up 2023
5449,Ochoa Llc Medical Center,Unknown,St. Joseph,,2018-02-13,2024-11-15,,,Follow-up 2023
02527,Ochoa Ltd Medical Center,Community Health Centre,St. George,10.0,2023-12-11,,,,Reinspection due
6273,"Ochoa, Bradshaw And Wells",Polyclinic,St. Michael,394.0,2019-06-24,,12.78768,-58.84381,
1759,"Ochoa, Torres And Harris Health Centre",Unknown,St. Michael,226.0,2022-12-17,,12.80165,-58.95759,
6275,"Ochoa,-Best-And-Combs",Other,St. John,10.0,2017-08-28,,12.95207,-59.13453,♥
720634,"Ochoa,-Stark-And-Young Polyclinic",Clinic,St. Lucy,,2022-03-17,,,,
b9da0a,Ochoa-Cummings Infirmary,Unknown,Christ Church,10.0,2018-02-04,,,,Reinspection due
09978,Ochoa-Horn Polyclinic,Hospital,St. Lucy,440.0,2024-06-17,,12.79622,-58.80195,
205211,Oconnell Group,Community Health Centre,St. Joseph,,2023-09-02,,12.82066,-58.92134,Follow-up 2023
ae43cc,"Oconnell, Turner And Perez Polyclinic",Community Health Centre,Christ Church,180.0,2017-11-12,,12.87884,-59.26211,Needs upgrade
02307,"Oconnell,-Taylor-And-Burgess",Other,St. Michael,151.0,2023-08-21,,,,
6282,Oconnell-Johnson,Other,St. John,,2024-09-17,,13.18528,-58.73763,Follow-up 2023
9052,Oconnor Llc Clin,Other,St. George,,2018-05-11,2024-01-11,,,Follow-up 2023
6284,"Oconnor, Ford And Kline",Hospital,St. Joseph,10.0,2024-02-17,,,,
06539,"Oconnor, Little And English",Community Health Centre,St. Andrew,489.0,2018-09-16,,13.12026,-58.71015,♥
cedc2f,"Oconnor,-Greene-And-Peters Clinic",Community Health Centre,St. Lucy,,2025-05-24,,,,Reinspection due
6874,Oconnor-Chavez Infirmary,Unknown,St. John,430.0,2020-05-27,,12.86253,-58.99036,
HF-8538,Oconnor-Parrish Clinic,Hospital,St. George,324.0,2025-12-22,,12.86943,-58.80052,-
4973d4,Oconnor-Watts,Other,Christ Church,338.0,2024-09-09,,,,Reinspection due
fed9d0,Oconnor-Wyatt,Other,St. Joseph,108.0,,,13.15533,-59.22372,-
#9846,"Odom, Tucker And Garcia Hospital",Unknown,St. Joseph,260.0,2018-09-06,,13.03848,-58.76237, 
6292,Odom-Frye Clinic,Community Health Centre,St. Joseph,277.0,2019-09-18,2018-01-05,,, 
#340,Odom-Inc,Hospital,Christ Church,127.0,2019-04-13,,12.81452,-59.20638,Needs upgrade
6294,Odom-Ltd,Polyclinic,St. Lucy,366.0,2023-07-04,2023-02-17,,,♥
07689,Odonnell Inc,Community Health Centre,Christ Church,10.0,2021-07-13,,12.74367,-58.81574, 
7500,Odonnell Inc Health Centre,Community Health Centre,St. Michael,472.0,2022-11-18,,13.1258,-58.99676,♥
6297,Odonnell Llc Polyclinic,Unknown,St. George,380.0,2025-12-04,,13.25762,-58.77517,Follow-up 2023
7095,Odonnell Plc Hosp,Community Health Centre,St. James,34.0,2024-03-11,2023-07-23,12.97804,-58.96602,Reinspection due
01363,"Odonnell, Hurley And Roberts Polyclinic",Community Health Centre,St. George,276.0,2021-04-30,,13.23912,-58.82511,Reinspection due
HF-5422,"Odonnell,-Gomez-And-Johnston Hosp",Community Health Centre,Christ Church,,2016-05-25,,12.86471,-58.70685,Follow-up 2023
7d10f8,Odonnell-Ltd,Clinic,St. Andrew,,2017-09-26,,13.02442,-59.14479,
09307,Oliver Group,Hospital,St. Joseph,238.0,2016-05-11,,,,♥
05803,Oliver Llc Infirmary,Hospital,St. Joseph,,2023-11-16,,,,Follow-up 2023
2230,"Oliver, Gamble And Williams Infirmary",Community Health Centre,St. James,229.0,2017-03-18,,12.85768,-59.03733,Good
03137,"Oliver, Roth And Jones",Unknown,St. John,,2022-12-29,,13.04791,-58.94892,Reinspection due
05262,"Oliver, Schultz And Moore",Community Health Centre,St. Michael,41.0,2017-10-21,,,,Reinspection due
231,"Oliver,-Henderson-And-Allen Hospital",Community Health Centre,St. James,103.0,2022-06-25,,12.82374,-58.73416,Good
e8cae1,Oliver-Ltd Infirmary,Community Health Centre,St. Andrew,,2025-04-04,,,,
6309,Oliver-Morgan,Clinic,St. Joseph,10.0,2019-03-18,,13.1127,-59.20529,♥
07363,Olsen Group Hosp,Clinic,St. Joseph,,2016-06-30,,13.28029,-59.10223,Good
#1925,Olsen Group Hospital,Clinic,Christ Church,238.0,2022-07-11,,,,Follow-up 2023
02520,Olsen Ltd Hosp,Polyclinic,Christ Church,444.0,2021-03-25,,,, 
6313,"Olsen, Davila And Nunez Health Centre",Clinic,St. Michael,170.0,2020-03-09,,,, 
HF-9562,"Olsen, Lewis And Wall",Community Health Centre,St. Joseph,10.0,2023-07-13,,13.02486,-59.22904, 
b93e4b,Olsen-Fischer,Polyclinic,St. Andrew,277.0,2016-07-26,2018-07-23,13.06974,-58.97997,-
6316,Olsen-Harding Hosp,Polyclinic,St. Joseph,10.0,2021-02-11,2025-10-04,12.95565,-59.2609,
2285,Olsen-Perez,Unknown,St. James,,2021-01-31,,13.24915,-59.13008, 
HF-9212,Olsen-Sanchez Hospital,Polyclinic,St. George,360.0,2018-02-04,2021-06-08,12.87578,-59.21168,
6319,Olson And Sons Hosp,Clinic,St. Joseph,113.0,2022-12-11,,,,Needs upgrade
6044,Olson Llc Hosp,Unknown,St. Joseph,,2021-07-28,,12.90319,-59.11909,Follow-up 2023
03283,Olson Ltd Hospital,Unknown,St. Andrew,342.0,2022-05-13,,,,
5221,Olson Plc,Unknown,St. Joseph,200.0,2016-03-01,,12.94564,-59.12509,Reinspection due
4229,"Olson, Douglas And Marsh Polyclinic (Ycul)",Hospital,St. Lucy,254.0,2022-09-26,2025-12-26,12.76924,-58.81296,
#1536,"Olson, Rivers And Hayes Hosp",Clinic,St. Peter,39.0,2017-10-01,,,,♥
5465,"Olson, Thomas And Russell",Community Health Centre,St. Michael,,2023-05-30,2021-09-12,,,
682,"Olson,-Garcia-And-Gonzalez Health Centre",Community Health Centre,St. Michael,,2019-03-14,,13.20698,-59.2176,Needs upgrade
6327,"Olson,-Mendoza-And-Palmer",Clinic,St. John,10.0,2021-02-02,,12.9317,-59.23927,Follow-up 2023
#8923,"Olson,-Norton-And-Molina",Hospital,St. Peter,265.0,2021-12-25,,13.27887,-59.15612,Needs upgrade
#7754,Olson-Barnes,Clinic,St. James,131.0,2022-04-05,,,,♥
HF-4951,Olson-Fuller,Polyclinic,St. Joseph,492.0,2016-02-08,,,,Good
HF-6718,Olson-Gonzalez Hosp,Clinic,St. Joseph,,2016-02-29,,13.06442,-58.78366,-
HF-7293,Olson-Hines Health Centre,Clinic,St. John,,2019-08-18,,13.27257,-58.80624,Reinspection due
4210,Olson-Mclaughlin Infirmary,Unknown,St. Joseph,,2024-12-19,,,,-
6334,Olson-Woods Clinic,Other,St. Michael,344.0,2025-07-07,,12.72534,-58.81319,♥
#5774,"Oneal, Franco And Tucker Hospital",Polyclinic,Christ Church,,2019-02-07,,12.8983,-59.13623, 
07742,Oneal-Johnson,Community Health Centre,St. Peter,,2019-10-06,,13.09654,-58.77676,
